ID,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,Salary,conscientiousness,openess_to_experience,openess_to_experience
140121,m,90.24,karnataka state secondary education board,2014,81.5,karnataka state board,6810,2,M.Tech./M.E.,electronics and communication engineering,82,6810,0,Karnataka,2020,475,415,455,0.824666401,162000,0.3555,0.9763,0.9763
1262900,m,58.9,state board,2018,68,state board,1808,2,B.Tech/B.E.,computer science & engineering,6.85,1808,0,Tamil Nadu,2022,490,310,380,0.486747008,324000,1.8517,-0.4776,-0.4776
652269,m,76,icse,2017,74,cbse,13375,2,B.Tech/B.E.,civil engineering,77,13375,0,Tamil Nadu,2021,475,500,500,0.839686084,324000,-0.4463,-0.6692,-0.6692
161107,m,62.88,state,2014,77.5,state,315,2,B.Tech/B.E.,information technology,70,315,1,Karnataka,2018,455,515,405,0.884122512,1008000,-0.4173,0.6603,0.6603
553371,f,72,cbse,2017,73,cbse,13210,2,B.Tech/B.E.,computer engineering,71,13210,0,Uttar Pradesh,2021,485,465,400,0.765673581,603000,-0.7335,-0.6692,-0.6692
869283,f,90,state board,2018,75.75,state board,8888,2,B.Tech/B.E.,information technology,72,8888,0,Tamil Nadu,2022,405,470,340,0.23780284,180000,0.1282,-0.6692,-0.6692
327759,m,81.6,cbse,2016,87.6,cbse,13,1,B.Tech/B.E.,computer engineering,76.48,13,1,Delhi,2020,465,605,555,0.930370607,1584000,-0.7335,-0.4776,-0.4776
1230478,m,85,icse,2018,75,cbse,319,2,B.Tech/B.E.,computer science & engineering,60,319,1,Karnataka,2022,675,480,500,0.842248322,360000,1.1336,0.0973,0.0973
669596,f,78,state board,2017,76,state board,7269,2,B.Tech/B.E.,electronics and communication engineering,73,7269,1,Telangana,2021,405,400,355,0.538386893,81000,-0.7335,-1.0524,-1.0524
431800,m,60.8,cbse,2016,62.4,cbse,5232,2,B.Tech/B.E.,electronics and communication engineering,60,5232,0,Haryana,2020,495,425,645,0.538386893,360000,0.3555,-1.2354,-1.2354
332049,f,86.2,cbse,2016,69.8,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,68.4,10932,0,Uttar Pradesh,2020,505,405,515,0.376059587,270000,0.9737,0.8183,0.8183
600302,f,84.5,ssc,2015,94,ipe,9198,2,B.Tech/B.E.,electronics and communication engineering,71.82,9198,1,Telangana,2019,475,485,665,0.694479328,360000,-0.159,0.6721,0.6721
1097036,f,85.6,state board,2018,79.9,state board,1136,2,B.Tech/B.E.,electronics & instrumentation eng,78,1136,0,Tamil Nadu,2022,350,460,345,0.1798739,180000,-0.4463,-0.0943,-0.0943
1193753,f,91.6,state board,2018,88.9,state board,11871,2,B.Tech/B.E.,electronics and communication engineering,75.3,11871,0,Andhra Pradesh,2022,420,540,595,0.112139438,540000,-0.159,0.4805,0.4805
345838,m,89,0,2016,96.7,0,6659,2,B.Tech/B.E.,electronics and communication engineering,92,6659,1,Tamil Nadu,2020,525,475,375,0.0587928,405000,-0.6491,-0.1295,-0.1295
1063512,m,76,state board,2017,66,state board,1358,2,B.Tech/B.E.,electronics engineering,56.24,1358,1,Maharashtra,2021,710,570,545,-1,540000,-0.5899,-1.6273,-1.6273
576122,m,71,up board,2015,72.6,up board,144,2,B.Tech/B.E.,computer engineering,73.6,144,0,Uttar Pradesh,2021,360,425,445,0.3423149,360000,0.8463,1.0554,1.0554
223303,m,84.2,cbse,2014,77.4,cbse,3395,1,B.Tech/B.E.,electronics and communication engineering,78.9,3395,0,West Bengal,2019,505,555,495,0.694479328,729000,-1.8083,-0.2875,-0.2875
692668,m,67.75,state board,2017,61.5,state board,13697,2,B.Tech/B.E.,computer science & engineering,76.1,13697,1,West Bengal,2021,450,355,295,0.670743151,126000,-0.7335,-0.8608,-0.8608
644440,m,84.2,state board,2017,81.25,state board,13371,2,B.Tech/B.E.,computer science & engineering,75,13371,0,Union Territory,2021,285,425,455,0.563267824,198000,0.4155,-0.8608,-0.8608
1083136,m,87.2,state board,2017,87.14,state board,5216,2,B.Tech/B.E.,computer science & engineering,77,5216,1,West Bengal,2022,605,590,535,0.356536488,540000,-0.3027,0.2889,0.2889
357389,f,91.8,cbse,2017,85,cbse,527,2,B.Tech/B.E.,electronics and communication engineering,74.7,527,0,Haryana,2021,554,465,525,0.376059587,630000,-1.4992,0.4234,0.4234
52581,m,65.5,karnataka secondary education,2014,69.5,"department of technical education, bangalore",356,2,B.Tech/B.E.,information technology,56.7,356,1,Karnataka,2017,405,355,295,0.276047228,324000,-0.881,0.9763,0.9763
1063454,m,75,state board,2016,71.5,state board,347,2,B.Tech/B.E.,electronics and electrical engineering,64,347,0,Uttar Pradesh,2021,615,555,355,0.115022726,540000,1.5644,-2.0105,-2.0105
869474,m,91.5,state board,2018,75.5,state board,8888,2,B.Tech/B.E.,mechanical engineering,76,8888,0,Tamil Nadu,2022,475,450,150,0.45901584,432000,-1.1644,-0.2859,-0.2859
576225,m,65,cbse,2016,65,cbse,7376,2,B.Tech/B.E.,computer science & engineering,71.42,7376,0,Uttar Pradesh,2021,485,500,470,0.276047228,216000,1.4208,0.6721,0.6721
910160,m,78.2,state board,2018,76,state board,4042,2,B.Tech/B.E.,computer science & engineering,74,4042,0,Tamil Nadu,2022,475,555,650,0.842248322,351000,0.4155,0.6721,0.6721
905258,m,82,cbse,2018,78.8,cbse,6290,1,B.Tech/B.E.,computer science & engineering,71,6290,0,Himachal Pradesh,2022,555,610,795,0.996744487,585000,-0.3027,-0.8608,-0.8608
278656,m,67.8,up board,2014,74,up board,568,2,B.Tech/B.E.,computer engineering,70.4,568,0,Uttar Pradesh,2019,565,585,565,0.884122512,549000,-1.6538,0.9763,0.9763
662008,f,75,state board,2018,78,west bengal state council of technical education,12992,2,B.Tech/B.E.,computer engineering,71.1,12992,1,West Bengal,2021,415,440,355,0.488347977,180000,0.8463,1.247,1.247
453187,m,65,cbse,2016,56,cbse,11759,2,MCA,computer application,67.37,11759,0,Uttarakhand,2022,465,560,365,0.842248322,324000,1.4208,0.4805,0.4805
238392,f,91,0,2015,82,0,1067,2,B.Tech/B.E.,information technology,76,1067,0,Karnataka,2019,425,465,525,0.81941653,810000,1.1283,0.5024,0.5024
138359,m,82.2,madhya pradesh board,2014,82.6,madhya pradesh board,403,2,B.Tech/B.E.,computer science & engineering,75.88,403,0,Madhya Pradesh,2018,395,345,385,0.276047228,603000,0.6646,-0.2875,-0.2875
1225896,f,86,state board,2017,77,state board,4973,2,B.Tech/B.E.,computer science & engineering,75,4973,0,Madhya Pradesh,2021,325,510,295,0.018540942,216000,0.1282,-0.0943,-0.0943
593082,f,81.6,ssc,2017,87.9,board of secondary school of education,11183,2,B.Tech/B.E.,electronics and communication engineering,77.4,11183,1,Telangana,2021,555,465,605,0.694479328,603000,1.4208,0.0973,0.0973
1279983,f,73,cbse,2017,74.6,cbse,1875,2,B.Tech/B.E.,computer engineering,79.21,1875,0,Uttar Pradesh,2022,430,445,495,0.356536488,360000,-3.1752,-6.6092,-6.6092
330102,f,87.5,ssc,2016,95.3,board of intermediate,11183,2,B.Tech/B.E.,electronics and communication engineering,80.95,11183,1,Telangana,2020,425,465,535,0.538386893,180000,0.3941,0.3444,0.3444
597697,m,83.6,cbse,2017,85.4,cbse,47,1,B.Tech/B.E.,computer engineering,73.3,47,1,Delhi,2021,580,620,750,0.952245573,585000,1.1336,1.4386,1.4386
655270,f,83,state board,2016,73,state board,8310,2,B.Tech/B.E.,computer engineering,74,8310,1,Rajasthan,2021,345,435,445,0.563267824,450000,0.99,-2.7769,-2.7769
988792,f,68,cbse,2016,74,cbse,2647,2,MCA,computer application,76,2647,0,Uttar Pradesh,2022,360,545,520,0.744758354,360000,-0.0154,0.4805,0.4805
127002,m,87.8,ssc,2014,95,board of intermediate,1487,2,B.Tech/B.E.,electronics and communication engineering,74.9,1487,0,Andhra Pradesh,2018,525,465,615,0.376059587,855000,-0.881,-2.0253,-2.0253
337629,f,93.5,0,2016,95.3,0,3076,2,B.Tech/B.E.,computer engineering,92.3,3076,0,Tamil Nadu,2020,415,575,405,0.987207086,540000,-0.5719,0.1864,0.1864
1082552,f,81,cbse,2018,75.5,cbse,6814,2,B.Tech/B.E.,computer science & engineering,82.8,6814,0,West Bengal,2022,475,410,320,0.622642916,360000,0.2718,0.4805,0.4805
531480,m,91,board of ssc education andhra pradesh,2017,94.4,board of intmediate education ap,492,2,B.Tech/B.E.,electronics and electrical engineering,82.4,492,1,Telangana,2021,605,475,590,0.995265706,657000,-1.1128,-1.5513,-1.5513
1099501,m,54,state board,2018,64,state board,7600,2,B.Tech/B.E.,computer science & engineering,62,7600,0,Uttar Pradesh,2022,360,425,370,0.23780284,198000,-0.0154,-0.0943,-0.0943
1239524,m,64,cbse,2015,61,cbse,1940,2,B.Tech/B.E.,computer science & engineering,62,1940,1,Karnataka,2020,405,540,630,0.911395278,324000,0.4155,0.0973,0.0973
860597,m,73,state board,2017,85.4,state board,1390,2,B.Tech/B.E.,electronics and communication engineering,76.92,1390,0,Uttar Pradesh,2021,545,555,735,0.991397584,711000,-0.8772,-1.6273,-1.6273
293843,m,58.8,cbse board,2012,65.5,maharashtra board,477,2,B.Tech/B.E.,electronics engineering,51,477,1,Maharashtra,2019,545,435,485,0.538386893,198000,-0.4173,-0.7615,-0.7615
555964,f,86.4,0,2017,64,0,6970,2,B.Tech/B.E.,electronics and communication engineering,55.07,6970,1,Karnataka,2021,615,610,530,0.124502074,324000,0.4155,1.0554,1.0554
1224952,m,60.1,state board,2015,66.4,state board,1887,1,B.Tech/B.E.,computer science & engineering,65.22,1887,0,Uttar Pradesh,2022,490,455,345,0.23780284,585000,1.7081,1.247,1.247
328944,f,94.4,0,2016,87,0,1866,2,B.Tech/B.E.,electronics & telecommunications,80.9,1866,1,Karnataka,2020,625,585,465,0.655766943,810000,-0.3014,-0.4455,-0.4455
669240,m,61.1,state board,2015,60,state board,13808,2,B.Tech/B.E.,information technology,65.62,13808,0,Uttar Pradesh,2021,360,470,195,0.450876584,504000,0.4155,-0.6692,-0.6692
283122,m,62,up,2015,71.9,bteup,4234,2,B.Tech/B.E.,electronics and communication engineering,55,4234,0,Uttar Pradesh,2019,395,555,585,0.694479328,270000,0.6646,1.4502,1.4502
284738,m,80.2,cbse,2014,73,cbse,568,2,B.Tech/B.E.,electronics and communication engineering,73,568,0,Uttar Pradesh,2019,625,615,575,0.538386893,846000,0.8192,0.6603,0.6603
445747,m,66,icse,2015,69,icse,13210,2,B.Tech/B.E.,information technology,63,13210,0,Uttar Pradesh,2020,735,464,535,0.488347977,324000,-1.6538,-1.2354,-1.2354
323688,m,92.8,cbse,2013,87,cbse,443,1,M.Tech./M.E.,electronics and electrical engineering,95.3,443,0,Uttar Pradesh,2020,695,675,725,0.824666401,2160000,1.4374,0.8973,0.8973
580044,m,81.8,cbse,2016,63.6,cbse,7783,2,B.Tech/B.E.,electronics and communication engineering,63.18,7783,1,Rajasthan,2020,500,545,485,0.538386893,261000,-1.1644,0.0973,0.0973
632106,m,72,state board,2016,63,state board,198,2,B.Tech/B.E.,electronics and communication engineering,65,198,0,Uttar Pradesh,2022,380,470,445,0.229481755,324000,-3.3188,-6.9925,-6.9925
872029,m,86.4,cbse,2017,69,cbse,347,2,B.Tech/B.E.,electronics and electrical engineering,73,347,0,Uttar Pradesh,2022,530,520,750,0.423951396,324000,1.2772,-0.2859,-0.2859
331779,m,79.2,state board,2016,86.91,state board,8011,2,B.Tech/B.E.,information technology,70.5,8011,0,Tamil Nadu,2020,315,245,305,0.276047228,288000,-1.0355,-1.5513,-1.5513
586115,m,74,wbbse,2015,71,wbbhse,13040,2,B.Tech/B.E.,information technology,80.7,13040,1,West Bengal,2020,500,520,455,0.864685413,261000,-1.308,-0.6692,-0.6692
389449,f,86.8,cbse,2016,84.6,cbse,7557,2,B.Tech/B.E.,computer engineering,83.9,7557,1,Delhi,2020,435,575,454,0.735795709,756000,0.3555,-0.7615,-0.7615
48647,m,74.4,kseeb,2013,79,pub,1859,2,B.Tech/B.E.,information technology,62.81,1859,0,Karnataka,2017,495,495,455,0.968237496,1080000,0.8192,0.1864,0.1864
289737,m,80.5,board of secondary education,2016,71.25,diploma in computers,1422,2,B.Tech/B.E.,computer engineering,65,1422,0,Andhra Pradesh,2019,615,555,645,0.901489571,540000,-0.2628,0.1864,0.1864
407686,m,90.5,0,2016,95.3,0,3801,2,B.Tech/B.E.,information technology,88.8,3801,0,Karnataka,2020,735,565,554,0.843123727,720000,0.2782,-0.1295,-0.1295
765578,f,83.33,state board,2017,93.5,state board,13994,2,B.Tech/B.E.,electronics and electrical engineering,68.48,13994,0,Andhra Pradesh,2021,500,400,355,0.966006923,261000,0.2718,0.8637,0.8637
941984,m,68,cbse,2018,74,cbse,272,2,B.Tech/B.E.,mechanical engineering,71.2,272,0,Punjab,2022,570,570,530,0.598280691,324000,0.7027,-0.6692,-0.6692
1274900,m,69,cbse,2017,74,cbse,930,2,B.Tech/B.E.,electronics and communication engineering,74,930,1,Rajasthan,2021,535,565,595,0.997298968,396000,1.5644,-0.2859,-0.2859
451922,f,85,stateboard,2016,73,stateboard,11283,2,B.Tech/B.E.,electronics and electrical engineering,77,11283,0,Tamil Nadu,2020,355,405,305,0.124502074,180000,-0.2628,-0.7615,-0.7615
602117,m,81,cbse,2016,76.4,cbse,196,2,B.Tech/B.E.,mechanical engineering,69.7,196,0,Haryana,2020,510,385,455,0.840840969,819000,0.8463,-2.2021,-2.2021
1077269,m,78.2,cbse,2017,68.2,cbse,7685,2,B.Tech/B.E.,chemical engineering,76,7685,1,West Bengal,2021,615,545,520,-1,684000,1.4208,0.4805,0.4805
1218872,f,80.6,cbse,2016,69,cbse,9256,2,B.Tech/B.E.,information technology,54,9256,0,Rajasthan,2022,710,570,595,0.911395278,270000,-0.8772,-0.4776,-0.4776
313081,m,72.6,cbse,2015,66.6,cbse,6270,2,B.Tech/B.E.,electronics and electrical engineering,60,6270,0,Uttarakhand,2019,535,525,535,0.229481755,180000,-0.4173,-0.6035,-0.6035
425471,m,70,cbse,2016,73.8,cbse,75,2,B.Tech/B.E.,computer engineering,79.12,75,0,Uttar Pradesh,2020,515,555,554,0.864685413,549000,-1.4992,-0.2875,-0.2875
330663,f,80.83,ssc,2016,92.2,bie,9837,2,B.Tech/B.E.,computer engineering,78.85,9837,1,Telangana,2020,445,605,625,0.843123727,738000,0.6646,-0.4455,-0.4455
660767,m,87,icse,2017,88,icse,8735,2,B.Tech/B.E.,computer science & engineering,66,8735,0,Uttar Pradesh,2021,545,555,575,0.735795709,360000,-0.8772,0.0973,0.0973
78510,m,76.4,0,2013,78.2,0,182,2,B.Tech/B.E.,electronics and communication engineering,55,182,1,Karnataka,2018,575,525,585,0.376059587,396000,-0.7264,-0.1295,-0.1295
869298,f,85,state board,2018,74,state board,2959,2,B.Tech/B.E.,information technology,74.9,2959,0,Tamil Nadu,2022,450,425,545,0.356536488,396000,0.7027,0.0973,0.0973
124278,m,86.8,ssc,2014,85.5,hsc,1329,2,B.Tech/B.E.,electronics & telecommunications,63.17,1329,1,Maharashtra,2018,495,515,575,0.960603252,855000,-0.1082,0.5024,0.5024
580616,f,87,cbse,2017,84.4,cbse,8195,1,B.Tech/B.E.,computer engineering,79.3,8195,1,Delhi,2021,570,475,295,0.413838256,648000,-0.7335,-0.4776,-0.4776
1088714,m,79.6,cbse,2017,72.5,cbse,2027,2,B.Tech/B.E.,computer science & engineering,62.28,2027,0,Haryana,2021,640,625,595,0.996744487,216000,0.7027,0.2889,0.2889
283274,m,60.83,u p board,2014,70.4,u p board,4234,2,B.Tech/B.E.,information technology,70.38,4234,0,Uttar Pradesh,2019,355,515,595,0.793580615,1080000,0.8192,0.0284,0.0284
900218,m,82,cbse,2013,75.8,cbse,443,1,M.Tech./M.E.,other,82.5,443,0,Uttar Pradesh,2022,625,520,705,-1,756000,-1.8825,-1.4356,-1.4356
511778,m,60.5,"board of secondary education, rajasthan",2017,72.15,"board of secondary education, rajasthan",129,2,MCA,computer application,81,129,0,Tamil Nadu,2023,345,410,500,0.670743151,585000,0.8192,-0.7615,-0.7615
355922,m,88.2,cbse,2016,76.5,chse,9786,2,B.Tech/B.E.,electronics and communication engineering,68.34,9786,0,Orissa,2020,535,395,575,0.538386893,567000,-0.881,-0.2875,-0.2875
1119237,m,81.4,cbse,2017,71,cbse,3002,2,B.Tech/B.E.,electronics & telecommunications,77,3002,0,Orissa,2022,580,370,500,0.20739217,720000,-0.0154,1.4386,1.4386
309046,m,71,cbse,2017,60,cbse,5904,2,B.Tech/B.E.,information technology,63,5904,0,Uttar Pradesh,2021,465,355,515,0.356536488,450000,-3.1994,-2.0253,-2.0253
991880,m,73,cbse,2017,64,cbse,9737,2,B.Tech/B.E.,electronics and electrical engineering,61,9737,0,Uttar Pradesh,2022,430,370,450,0.557389506,360000,0.1282,0.2889,0.2889
1117475,f,70.61,state board,2017,70.83,state board,16578,2,B.Tech/B.E.,computer engineering,60,16578,1,Maharashtra,2021,385,410,370,0.23780284,360000,-0.5899,-0.6692,-0.6692
810433,f,81,icse,2018,79,icse,64,2,B.Tech/B.E.,electronics and communication engineering,71.5,64,0,Uttar Pradesh,2022,510,500,575,0.493596387,720000,-1.8825,-1.8189,-1.8189
117082,m,88.6,state board,2014,79.4,state board,4554,2,B.Tech/B.E.,electronics and communication engineering,69.47,4554,0,Tamil Nadu,2018,385,385,404,0.824666401,693000,-1.8083,-0.9194,-0.9194
1267278,m,66.4,state board,2014,67.75,state board,4173,2,MCA,computer application,76,4173,1,Tamil Nadu,2021,535,480,260,0.622642916,261000,1.2772,0.2889,0.2889
100113,f,72,ssc,2013,74,board of intermediate,4809,2,B.Tech/B.E.,electronics & telecommunications,68.9,4809,1,Telangana,2018,315,415,385,0.538386893,918000,0.3555,-0.6035,-0.6035
658893,m,92.6,cbse,2016,83.8,cbse,1825,1,B.Tech/B.E.,computer engineering,84.6,1825,0,West Bengal,2021,650,545,665,0.978799293,657000,1.1336,0.2889,0.2889
669368,m,81.38,state board,2017,71.33,state board,11629,2,B.Tech/B.E.,information technology,65.97,11629,0,Maharashtra,2021,590,605,560,0.670743151,576000,1.1336,1.247,1.247
1106147,m,86.8,cbse,2018,79.2,cbse,5147,2,B.Tech/B.E.,electronics and communication engineering,72.86,5147,0,Jammu and Kashmir,2022,440,570,630,0.493596387,630000,-1.1644,-0.2859,-0.2859
307328,m,75,cbse,2016,72,cbse,6037,2,B.Tech/B.E.,electronics and electrical engineering,66.98,6037,0,Uttar Pradesh,2020,645,375,465,0.229481755,216000,-2.1175,-1.0774,-1.0774
1274688,m,64.6,state board,2017,62.2,state board,13355,2,MCA,computer application,78,13355,1,West Bengal,2022,520,420,415,0.276047228,315000,0.7027,-0.2859,-0.2859
810113,m,74,state board,2017,65,state board,350,2,B.Tech/B.E.,electronics and electrical engineering,73,350,0,Uttar Pradesh,2022,450,475,575,0.557389506,387000,-0.8772,1.247,1.247
905195,m,80,cbse,2017,70,cbse,6290,1,B.Tech/B.E.,information technology,65,6290,0,Himachal Pradesh,2022,440,440,620,0.744758354,720000,-2.0262,-0.4776,-0.4776
1003364,m,57,state board,2018,70,state board,16213,2,B.Tech/B.E.,information technology,68.88,16213,0,Uttar Pradesh,2022,325,350,390,0.356536488,324000,-0.8772,-1.244,-1.244
242799,m,65,ksseb,2014,50,pre university board,1436,2,B.Tech/B.E.,mechanical & production engineering,58,1436,0,Karnataka,2019,445,315,385,-1,180000,-0.5719,-1.7093,-1.7093
1218574,m,69.2,cbse,2016,77.4,cbse,12601,2,MCA,computer application,76.72,12601,1,Delhi,2022,535,630,645,0.99966434,630000,-2.3134,0.0973,0.0973
1233060,m,79.6,state board,2016,78,state board,3113,2,B.Tech/B.E.,electronics & telecommunications,54.75,3113,0,Maharashtra,2021,685,630,645,0.436962648,261000,-0.4463,0.4805,0.4805
1085605,m,74,state board,2017,94,state board,16187,2,B.Tech/B.E.,electronics and communication engineering,68,16187,1,Telangana,2021,395,370,310,0.279258512,360000,0.5591,1.247,1.247
144942,m,53,cbsc,2015,54,cbsc,1744,2,MCA,computer application,61,1744,0,Uttar Pradesh,2021,495,515,405,0.486747008,369000,0.8463,0.4805,0.4805
340045,m,58.16,up board,2017,72,up board,10932,2,B.Tech/B.E.,computer science & engineering,65.51,10932,0,Uttar Pradesh,2021,355,255,345,0.24545566,180000,-0.881,-0.6035,-0.6035
1122860,m,91.71,icse,2018,88.83,icse,377,2,B.Tech/B.E.,electronics and communication engineering,75,377,0,Uttar Pradesh,2022,545,540,860,0.493596387,540000,1.1336,0.8637,0.8637
34551,m,83.69,pseb,2014,76.67,pseb,285,1,B.Tech/B.E.,electronics and communication engineering,95.7,285,0,Punjab,2018,495,615,725,0.694479328,1980000,-1.4992,0.5024,0.5024
636997,m,77.5,state board,2016,67,state board,4501,2,B.Tech/B.E.,information technology,69.5,4501,0,Uttar Pradesh,2021,370,390,355,0.24545566,423000,0.2718,-0.6692,-0.6692
1044637,m,83.6,cbse,2018,81,cbse,13,1,B.Tech/B.E.,computer science & engineering,70,13,1,Delhi,2022,665,495,440,0.356536488,495000,1.2772,0.0973,0.0973
1088771,m,70,state board,2014,62,state board,14852,2,B.Tech/B.E.,information technology,63.3,14852,0,Uttar Pradesh,2020,350,485,485,0.744758354,324000,0.5591,0.8637,0.8637
878500,m,91.2,matriculation,2018,89,state board,12187,2,B.Tech/B.E.,mechanical engineering,79.8,12187,0,Tamil Nadu,2022,570,580,355,0.328746379,135000,-0.159,-1.0524,-1.0524
479756,m,77.6,bharathi matriculation school,2016,71.2,jaycee matriculation school,4042,2,B.Tech/B.E.,information technology,68,4042,0,Tamil Nadu,2020,425,605,475,0.308400583,540000,-0.881,0.7788,0.7788
1077690,m,81.14,icse,2018,76.4,cbse,7627,2,B.Tech/B.E.,electronics and communication engineering,69.2,7627,0,Uttar Pradesh,2022,595,460,595,0.783303537,495000,1.1336,1.0554,1.0554
601071,m,65,cbse,2017,53,cbse,272,2,B.Tech/B.E.,mechanical and automation,69,272,0,Punjab,2021,285,425,605,0.414337426,540000,-2.0262,-2.7769,-2.7769
669934,m,74,rajasthan board,2017,79.23,rajasthan board,9699,2,B.Tech/B.E.,computer engineering,69,9699,1,Rajasthan,2021,345,485,590,0.563267824,360000,-0.4463,-2.7595,-2.7595
655292,f,70,state board,2017,62,state board,8310,2,B.Tech/B.E.,computer engineering,64.9,8310,1,Rajasthan,2021,345,425,280,0.356536488,324000,-0.3027,-0.2859,-0.2859
1027655,m,89.92,state board,2018,87,state board,5086,2,B.Tech/B.E.,electronics and communication engineering,76.32,5086,0,Karnataka,2022,560,555,620,-1,540000,-0.3027,-0.8608,-0.8608
624843,f,78,state board,2017,79.8,state board,4233,2,B.Tech/B.E.,electrical engineering,76,4233,0,Tamil Nadu,2021,450,475,165,0.017704842,198000,-0.3027,-1.244,-1.244
1058932,m,73,cbse,2014,61.6,cbse,2177,1,B.Tech/B.E.,information technology,66.9,2177,0,Rajasthan,2021,595,570,725,0.953899775,720000,-0.4463,-0.8608,-0.8608
1259641,f,87,cbse,2016,60,cbse,973,2,B.Tech/B.E.,computer science & engineering,70.82,973,0,Uttar Pradesh,2021,640,605,400,0.842248322,396000,0.8463,1.247,1.247
256680,m,59,icse,2015,54.14,puc,1461,2,B.Tech/B.E.,information technology,58,1461,0,Karnataka,2019,445,335,455,0.450876584,936000,-0.4173,-0.2875,-0.2875
1076044,m,83.3,state board,2017,92.4,state board,4344,2,B.Tech/B.E.,electronics and communication engineering,66.65,4344,0,Andhra Pradesh,2021,510,555,535,-1,648000,0.7027,0.6721,0.6721
677102,f,58.2,state board,2017,69.6,state board,8954,2,B.Tech/B.E.,electronics and communication engineering,66.2,8954,0,Rajasthan,2021,465,510,455,0.694479328,306000,-1.5953,1.0554,1.0554
243794,m,80.2,cbse,2015,77.2,cbse,2656,2,B.Tech/B.E.,electronics and electrical engineering,79,2656,0,Haryana,2019,695,445,585,0.910770164,855000,0.0464,0.1864,0.1864
1123216,m,65,state board,2015,62,state board,1060,2,B.Tech/B.E.,electronics and communication engineering,60,1060,0,Orissa,2020,385,510,295,0.436962648,180000,0.8463,1.247,1.247
436253,f,84.14,cbse,2015,73.61,cbse,48,1,B.Tech/B.E.,computer engineering,76.09,48,1,Delhi,2020,445,475,595,0.793580615,360000,-1.8083,-0.7615,-0.7615
1171988,f,90,state board,2017,91.8,state board,631,2,B.Tech/B.E.,electronics and communication engineering,75,631,0,Kerala,2021,560,520,390,-1,576000,0.5591,0.6721,0.6721
267894,m,76.6,cbse,2013,65.6,cbse,462,2,B.Tech/B.E.,electronics and communication engineering,58,462,1,Karnataka,2019,455,475,665,0.910770164,342000,-0.1082,-0.8799,-0.8799
807306,m,54.8,cbse,2013,52.8,cbse,11759,2,MCA,computer application,72.27,11759,0,Uttarakhand,2022,335,570,515,0.842248322,270000,-1.7389,-2.0105,-2.0105
484152,m,89,state board,2017,78,state board,2665,2,B.Tech/B.E.,electronics & telecommunications,70.26,2665,0,Maharashtra,2021,415,415,425,0.694479328,720000,-0.1082,0.0679,0.0679
1269213,m,68,cbse,2017,64.8,cbse,5483,2,B.Tech/B.E.,computer science & engineering,74,5483,1,West Bengal,2022,525,580,595,0.81941653,216000,-1.0208,-0.6692,-0.6692
1266709,m,73,state board,2017,66,state board,987,2,B.Tech/B.E.,computer science & engineering,70,987,0,Orissa,2022,315,530,380,0.356536488,351000,1.9953,0.4805,0.4805
206734,m,60,0,2012,59,0,144,2,B.Tech/B.E.,computer engineering,67,144,0,Uttar Pradesh,2019,515,555,425,0.600057182,1215000,-0.881,-2.9731,-2.9731
918889,m,55,state board,2018,70.4,state board,6408,2,B.Tech/B.E.,electronics and communication engineering,61.4,6408,0,Uttar Pradesh,2022,405,495,415,0.649389715,324000,0.1282,0.0973,0.0973
752115,m,89,cbse,2016,63,cbse,5483,2,B.Tech/B.E.,information technology,75.2,5483,1,West Bengal,2021,675,595,695,0.864685413,540000,1.5644,-0.6692,-0.6692
41012,m,81,icse,2013,77,mp,402,1,B.Tech/B.E.,electronics & telecommunications,77,402,0,Madhya Pradesh,2018,655,735,755,0.985461394,666000,-0.1082,0.5024,0.5024
333439,m,67,uttrakhand board,2016,76,uttrakhand board,6434,2,B.Tech/B.E.,civil engineering,58,6434,0,Uttarakhand,2020,345,525,325,0.371138666,522000,-1.8083,-3.1311,-3.1311
933812,m,69,cbse,2018,69,cbse,5298,2,B.Tech/B.E.,electronics and electrical engineering,71,5298,0,Tamil Nadu,2022,510,475,400,0.298769129,558000,1.1336,-0.2859,-0.2859
1158194,m,74.5,state board,2016,65.4,state board,3579,2,MCA,computer application,73.55,3579,0,Uttar Pradesh,2023,405,370,295,0.356536488,360000,1.4208,-0.8608,-0.8608
359057,m,89.4,cbse,2016,86.4,cbse,44,2,B.Tech/B.E.,electronics and electrical engineering,72.62,44,0,Uttar Pradesh,2020,485,445,595,0.229481755,621000,0.51,0.1864,0.1864
214454,f,74.6,cbse,2014,68.6,cbse,44,2,B.Tech/B.E.,computer engineering,77,44,0,Uttar Pradesh,2020,395,435,575,0.735795709,342000,0.2009,-0.4455,-0.4455
192966,f,58,0,2013,55,0,893,2,MCA,computer application,72,893,0,Uttar Pradesh,2019,445,395,455,0.635978756,360000,-0.2628,0.8183,0.8183
642404,m,92,cbse,2017,90.2,state board,436,1,B.Tech/B.E.,civil engineering,77.78,436,0,Uttarakhand,2021,730,655,780,0.679644641,1080000,0.8463,-0.2859,-0.2859
416040,m,80.6,0,2015,67,0,53,2,B.Tech/B.E.,information technology,63.19,53,0,Uttar Pradesh,2020,465,435,585,0.765673581,720000,0.626,-0.2875,-0.2875
